page,dimension,key,clicks,impressions,ctr_pct,avg_position
https://wellows.com/features/,query,is there a platform that measures brand visibility across chatgpt and perplexity simultaneously?,0,2,0.000,37.00
https://wellows.com/features/,query,kiva seo,0,2,0.000,69.00
https://wellows.com/features/,query,monitor ai visibility or citations chatgpt gemini perplexity tools,0,1,0.000,47.00
https://wellows.com/features/,query,searchable perplexity visibility free trial,0,1,0.000,1.00
https://wellows.com/features/,query,site:allaboutai.com,0,1,0.000,18.00
https://wellows.com/features/,query,site:https://wellows.com,0,6,0.000,6.00
https://wellows.com/features/,query,site:wellows.com,0,217,0.000,6.65
https://wellows.com/features/,query,vaylis ai,0,1,0.000,2.00
https://wellows.com/features/,query,wellows,0,872,0.000,1.01
https://wellows.com/features/,query,wellows ai,0,54,0.000,1.00
https://wellows.com/features/,query,wellows ai visibility,0,2,0.000,1.00
https://wellows.com/features/,query,wellows ai visibility platform,0,9,0.000,9.33
https://wellows.com/features/,query,wellows vs brandlight,0,1,0.000,1.00
https://wellows.com/features/,query,wellows.com,0,16,0.000,1.50
https://wellows.com/features/,query,what are the best ai visibility tools,0,1,0.000,1.00
https://wellows.com/features/,country,are,0,10,0.000,1.60
https://wellows.com/features/,country,aus,0,12,0.000,1.75
https://wellows.com/features/,country,aut,0,1,0.000,1.00
https://wellows.com/features/,country,bel,0,1,0.000,1.00
https://wellows.com/features/,country,bgd,0,4,0.000,5.25
https://wellows.com/features/,country,bra,0,2,0.000,1.00
https://wellows.com/features/,country,brb,0,1,0.000,7.00
https://wellows.com/features/,country,can,0,17,0.000,3.29
https://wellows.com/features/,country,che,0,3,0.000,1.00
https://wellows.com/features/,country,chn,0,8,0.000,5.50
https://wellows.com/features/,country,civ,0,1,0.000,7.00
https://wellows.com/features/,country,cze,0,2,0.000,1.00
https://wellows.com/features/,country,deu,0,82,0.000,1.15
https://wellows.com/features/,country,dnk,0,1,0.000,1.00
https://wellows.com/features/,country,dza,0,1,0.000,1.00
https://wellows.com/features/,country,ecu,0,1,0.000,7.00
https://wellows.com/features/,country,egy,0,7,0.000,1.00
https://wellows.com/features/,country,esp,0,2,0.000,1.00
https://wellows.com/features/,country,fin,0,1,0.000,1.00
https://wellows.com/features/,country,fra,0,2,0.000,1.00
https://wellows.com/features/,country,gbr,0,66,0.000,1.23
https://wellows.com/features/,country,grc,0,2,0.000,1.00
https://wellows.com/features/,country,hkg,0,5,0.000,3.40
https://wellows.com/features/,country,idn,0,8,0.000,1.63
https://wellows.com/features/,country,ind,0,122,0.000,3.82
https://wellows.com/features/,country,irl,0,3,0.000,1.00
https://wellows.com/features/,country,isr,0,3,0.000,1.00
https://wellows.com/features/,country,ita,0,63,0.000,1.11
https://wellows.com/features/,country,jor,0,2,0.000,1.00
https://wellows.com/features/,country,jpn,0,5,0.000,1.00
https://wellows.com/features/,country,kor,0,2,0.000,1.00
https://wellows.com/features/,country,kwt,0,2,0.000,1.00
https://wellows.com/features/,country,lka,0,1,0.000,1.00
https://wellows.com/features/,country,mar,0,3,0.000,1.00
https://wellows.com/features/,country,mys,0,14,0.000,1.43
https://wellows.com/features/,country,nga,0,2,0.000,1.00
https://wellows.com/features/,country,nld,0,193,0.000,1.01
https://wellows.com/features/,country,pak,0,182,0.000,3.89
https://wellows.com/features/,country,phl,0,2,0.000,1.00
https://wellows.com/features/,country,prt,0,2,0.000,1.00
https://wellows.com/features/,country,rou,0,1,0.000,1.00
https://wellows.com/features/,country,rus,0,1,0.000,1.00
https://wellows.com/features/,country,sau,0,1,0.000,1.00
https://wellows.com/features/,country,sgp,0,8,0.000,4.25
https://wellows.com/features/,country,svn,0,1,0.000,1.00
https://wellows.com/features/,country,syr,0,2,0.000,1.00
https://wellows.com/features/,country,tur,0,2,0.000,1.00
https://wellows.com/features/,country,twn,0,1,0.000,1.00
https://wellows.com/features/,country,usa,0,318,0.000,2.62
https://wellows.com/features/,country,vnm,0,7,0.000,4.43
https://wellows.com/features/,country,xkk,0,1,0.000,1.00
https://wellows.com/features/,country,zaf,0,2,0.000,1.00
https://wellows.com/features/,device,DESKTOP,0,1083,0.000,2.45
https://wellows.com/features/,device,MOBILE,0,103,0.000,1.45
https://wellows.com/features/ai-visibility-score/,query,ai citation score,1,1,100.000,1.00
https://wellows.com/features/ai-visibility-score/,query,ai brand visibility checker,0,1,0.000,36.00
https://wellows.com/features/ai-visibility-score/,query,ai discoverability score,0,1,0.000,63.00
https://wellows.com/features/ai-visibility-score/,query,ai presence score,0,60,0.000,24.53
https://wellows.com/features/ai-visibility-score/,query,ai search visibility score,0,61,0.000,36.72
https://wellows.com/features/ai-visibility-score/,query,ai visibility score,0,123,0.000,34.46
https://wellows.com/features/ai-visibility-score/,query,ai visibility score branded,0,3,0.000,31.67
https://wellows.com/features/ai-visibility-score/,query,ai visibility score definition,0,3,0.000,38.33
https://wellows.com/features/ai-visibility-score/,query,ai visibility score definition metrics,0,1,0.000,57.00
https://wellows.com/features/ai-visibility-score/,query,ai visibility score for contractors,0,1,0.000,56.00
https://wellows.com/features/ai-visibility-score/,query,ai visibility score influence on brand strategy,0,1,0.000,72.00
https://wellows.com/features/ai-visibility-score/,query,ai visibility scores,0,19,0.000,25.68
https://wellows.com/features/ai-visibility-score/,query,ai visibility scoring,0,10,0.000,28.30
https://wellows.com/features/ai-visibility-score/,query,ai visiblity tracking,0,3,0.000,4.67
https://wellows.com/features/ai-visibility-score/,query,ai visivility score,0,4,0.000,27.75
https://wellows.com/features/ai-visibility-score/,query,brand ai search score,0,45,0.000,43.82
https://wellows.com/features/ai-visibility-score/,query,brand visibility score,0,39,0.000,20.82
https://wellows.com/features/ai-visibility-score/,query,brand visibility score ai,0,1,0.000,42.00
https://wellows.com/features/ai-visibility-score/,query,good ai visibility score,0,7,0.000,26.29
https://wellows.com/features/ai-visibility-score/,query,llm visibility score,0,5,0.000,45.80
https://wellows.com/features/ai-visibility-score/,query,searchscore ai visibility score,0,7,0.000,21.29
https://wellows.com/features/ai-visibility-score/,query,visibility score,0,32,0.000,41.34
https://wellows.com/features/ai-visibility-score/,query,wellows ai visibility,0,1,0.000,1.00
https://wellows.com/features/ai-visibility-score/,query,wellows ai visibility tool,0,1,0.000,12.00
https://wellows.com/features/ai-visibility-score/,query,wellows.com,0,1,0.000,1.00
https://wellows.com/features/ai-visibility-score/,query,what is a good ai visibility score?,0,1,0.000,19.00
https://wellows.com/features/ai-visibility-score/,query,what is a good search visibility score,0,1,0.000,82.00
https://wellows.com/features/ai-visibility-score/,query,what is ai visibility score?,0,11,0.000,1.00
https://wellows.com/features/ai-visibility-score/,query,what is the ai brand visibility score,0,18,0.000,40.28
https://wellows.com/features/ai-visibility-score/,query,what is the ai visibility score,0,1,0.000,46.00
https://wellows.com/features/ai-visibility-score/,country,nor,1,1,100.000,1.00
https://wellows.com/features/ai-visibility-score/,country,deu,0,16,0.000,32.19
https://wellows.com/features/ai-visibility-score/,country,gbr,0,26,0.000,24.50
https://wellows.com/features/ai-visibility-score/,country,ind,0,12,0.000,22.83
https://wellows.com/features/ai-visibility-score/,country,isr,0,1,0.000,29.00
https://wellows.com/features/ai-visibility-score/,country,rou,0,3,0.000,35.33
https://wellows.com/features/ai-visibility-score/,country,sgp,0,1,0.000,63.00
https://wellows.com/features/ai-visibility-score/,country,syr,0,1,0.000,1.00
https://wellows.com/features/ai-visibility-score/,country,usa,0,402,0.000,33.14
https://wellows.com/features/ai-visibility-score/,device,DESKTOP,1,327,0.306,31.49
https://wellows.com/features/ai-visibility-score/,device,MOBILE,0,136,0.000,34.21
https://wellows.com/features/content-optimization/,query,ai content optimization tool that prevents content cannibalization automatically,0,1,0.000,3.00
https://wellows.com/features/content-optimization/,query,evaluate platforms that flag cannibalization risks directly in briefs or writing assistants so editors don’t target the same term twice.,0,1,0.000,1.00
https://wellows.com/features/content-optimization/,query,site:https://wellows.com,0,5,0.000,31.00
https://wellows.com/features/content-optimization/,query,site:wellows.com,0,3,0.000,20.67
https://wellows.com/features/content-optimization/,query,website optimization elfers,0,1,0.000,85.00
https://wellows.com/features/content-optimization/,query,wellows,0,218,0.000,1.35
https://wellows.com/features/content-optimization/,query,wellows ai,0,2,0.000,1.00
https://wellows.com/features/content-optimization/,query,wellows official website,0,1,0.000,7.00
https://wellows.com/features/content-optimization/,query,wellows vs tryprofound for ai content optimization,0,1,0.000,3.00
https://wellows.com/features/content-optimization/,query,wellows.com,0,1,0.000,6.00
https://wellows.com/features/content-optimization/,query,which ai optimization platforms are suitable for beginners?,0,1,0.000,19.00
https://wellows.com/features/content-optimization/,query,which platforms highlight cannibalization for target keywords and suggest quick wins? explain how they detect page conflicts.,0,1,0.000,18.00
https://wellows.com/features/content-optimization/,country,can,0,3,0.000,30.67
https://wellows.com/features/content-optimization/,country,deu,0,2,0.000,1.00
https://wellows.com/features/content-optimization/,country,ind,0,3,0.000,4.67
https://wellows.com/features/content-optimization/,country,ita,0,15,0.000,1.07
https://wellows.com/features/content-optimization/,country,nld,0,89,0.000,1.01
https://wellows.com/features/content-optimization/,country,srb,0,1,0.000,4.00
https://wellows.com/features/content-optimization/,country,usa,0,123,0.000,3.55
https://wellows.com/features/content-optimization/,device,DESKTOP,0,236,0.000,2.78
https://wellows.com/features/prompt-tracking/,query,prompt tracking,1,781,0.128,13.11
https://wellows.com/features/prompt-tracking/,query,"""there is no llm results tracking data for this prompt for",0,2,0.000,44.50
https://wellows.com/features/prompt-tracking/,query,ai prompt and completion tracking,0,1,0.000,95.00
https://wellows.com/features/prompt-tracking/,query,ai prompt monitoring,0,16,0.000,29.31
https://wellows.com/features/prompt-tracking/,query,ai prompt performance tracking,0,106,0.000,27.73
https://wellows.com/features/prompt-tracking/,query,ai prompt tracker,0,63,0.000,25.21
https://wellows.com/features/prompt-tracking/,query,ai prompt tracking,0,139,0.000,25.72
https://wellows.com/features/prompt-tracking/,query,buy prompt tracking for 200 prompts across five ai engines,0,1,0.000,1.00
https://wellows.com/features/prompt-tracking/,query,can cognizo track prompt-level performance?,0,3,0.000,8.00
https://wellows.com/features/prompt-tracking/,query,chatgpt prompt tracker,0,40,0.000,41.92
https://wellows.com/features/prompt-tracking/,query,chatgpt prompt tracking,0,1,0.000,26.00
https://wellows.com/features/prompt-tracking/,query,cognizo prompt-level performance tracking,0,2,0.000,7.00
https://wellows.com/features/prompt-tracking/,query,custom prompt tracking,0,116,0.000,33.99
https://wellows.com/features/prompt-tracking/,query,follow the prompts,0,1,0.000,27.00
https://wellows.com/features/prompt-tracking/,query,generative ai prompt tracking,0,33,0.000,39.15
https://wellows.com/features/prompt-tracking/,query,gpt prompt tracker,0,44,0.000,27.30
https://wellows.com/features/prompt-tracking/,query,how to keep track of ai prompts,0,30,0.000,66.77
https://wellows.com/features/prompt-tracking/,query,how to set up real-time prompt tracking for brand visibility?,0,2,0.000,40.00
https://wellows.com/features/prompt-tracking/,query,how to trace prompt performance live?,0,4,0.000,9.00
https://wellows.com/features/prompt-tracking/,query,how to track llm prompts,0,15,0.000,57.20
https://wellows.com/features/prompt-tracking/,query,"i am a 25-34, 35-44, 45-54, or 55-64 year old marketing manager or sales manager in the technology or media industry. my job seniority is at the senior, manager, director, or vp level. i work at a company with 250-1k employees, 1k-10k employees, or 10k+ employees. my main motivations: extremely metrics-driven (pipeline, mqls, sqls, conversion rates) data backed people trying to prove worth through metrics my main pain points: frustrated by declining lead quality as traditional channels lose effectiveness struggles to identify which accounts are actively researching overwhelmed by ai-generated content saturation is there a way to see which prompts mention my brand in ai tools?",0,1,0.000,1.00
https://wellows.com/features/prompt-tracking/,query,is prompt tracking useful,0,12,0.000,32.50
https://wellows.com/features/prompt-tracking/,query,llm prompt monitoring,0,2,0.000,70.50
https://wellows.com/features/prompt-tracking/,query,llm prompt tracking,0,44,0.000,51.59
https://wellows.com/features/prompt-tracking/,query,mentions per prompt,0,4,0.000,5.00
https://wellows.com/features/prompt-tracking/,query,nightwatch prompt tracking,0,2,0.000,29.00
https://wellows.com/features/prompt-tracking/,query,prompt monitor,0,36,0.000,28.50
https://wellows.com/features/prompt-tracking/,query,prompt monitoring,0,99,0.000,39.31
https://wellows.com/features/prompt-tracking/,query,prompt performance tracking,0,33,0.000,23.58
https://wellows.com/features/prompt-tracking/,query,prompt track,0,4,0.000,9.25
https://wellows.com/features/prompt-tracking/,query,prompt tracker,0,83,0.000,22.34
https://wellows.com/features/prompt-tracking/,query,prompt tracking search,0,1,0.000,4.00
https://wellows.com/features/prompt-tracking/,query,prompt tracking seo,0,3,0.000,53.67
https://wellows.com/features/prompt-tracking/,query,prompt tracking tool,0,102,0.000,44.09
https://wellows.com/features/prompt-tracking/,query,prompt tracking tools,0,1,0.000,49.00
https://wellows.com/features/prompt-tracking/,query,prompt traking,0,1,0.000,10.00
https://wellows.com/features/prompt-tracking/,query,prompt-based monitoring,0,5,0.000,27.80
https://wellows.com/features/prompt-tracking/,query,prompt-level brand performance monitoring capabilities,0,32,0.000,5.75
https://wellows.com/features/prompt-tracking/,query,promptmonitor,0,13,0.000,14.23
https://wellows.com/features/prompt-tracking/,query,promt tracking,0,2,0.000,9.00
https://wellows.com/features/prompt-tracking/,query,search prompt monitoring,0,3,0.000,31.67
https://wellows.com/features/prompt-tracking/,query,site:https://wellows.com,0,5,0.000,55.00
https://wellows.com/features/prompt-tracking/,query,site:wellows.com,0,1,0.000,56.00
https://wellows.com/features/prompt-tracking/,query,software to monitor prompt performance across multiple ai models,0,13,0.000,74.08
https://wellows.com/features/prompt-tracking/,query,tools to track prompts,0,3,0.000,38.33
https://wellows.com/features/prompt-tracking/,query,track chatgpt visibility and ai prompt performance in one dashboard.,0,1,0.000,11.00
https://wellows.com/features/prompt-tracking/,query,track prompt,0,3,0.000,8.00
https://wellows.com/features/prompt-tracking/,query,track prompts,0,10,0.000,17.80
https://wellows.com/features/prompt-tracking/,query,tracking prompt,0,11,0.000,7.82
https://wellows.com/features/prompt-tracking/,query,tracking prompt in generative ai,0,10,0.000,28.10
https://wellows.com/features/prompt-tracking/,query,"traffic from llm prompts for each.""",0,7,0.000,59.00
https://wellows.com/features/prompt-tracking/,query,vad är prompt tracking?,0,2,0.000,7.50
https://wellows.com/features/prompt-tracking/,query,what is prompt tracking,0,143,0.000,22.22
https://wellows.com/features/prompt-tracking/,query,what prompts to track,0,66,0.000,29.32
https://wellows.com/features/prompt-tracking/,query,where can i find trusted prompt-to-click analytics tools?,0,1,0.000,5.00
https://wellows.com/features/prompt-tracking/,query,which ai prompts to track,0,12,0.000,26.75
https://wellows.com/features/prompt-tracking/,query,which prompts to track,0,10,0.000,52.70
https://wellows.com/features/prompt-tracking/,country,usa,1,1497,0.067,28.93
https://wellows.com/features/prompt-tracking/,country,are,0,3,0.000,7.33
https://wellows.com/features/prompt-tracking/,country,arg,0,1,0.000,27.00
https://wellows.com/features/prompt-tracking/,country,aus,0,8,0.000,9.75
https://wellows.com/features/prompt-tracking/,country,aut,0,32,0.000,33.03
https://wellows.com/features/prompt-tracking/,country,bel,0,1,0.000,4.00
https://wellows.com/features/prompt-tracking/,country,bgd,0,1,0.000,6.00
https://wellows.com/features/prompt-tracking/,country,can,0,64,0.000,18.50
https://wellows.com/features/prompt-tracking/,country,chn,0,1,0.000,44.00
https://wellows.com/features/prompt-tracking/,country,deu,0,23,0.000,15.61
https://wellows.com/features/prompt-tracking/,country,dnk,0,67,0.000,15.61
https://wellows.com/features/prompt-tracking/,country,esp,0,5,0.000,6.60
https://wellows.com/features/prompt-tracking/,country,fra,0,22,0.000,13.09
https://wellows.com/features/prompt-tracking/,country,gbr,0,43,0.000,18.21
https://wellows.com/features/prompt-tracking/,country,grc,0,1,0.000,6.00
https://wellows.com/features/prompt-tracking/,country,hkg,0,1,0.000,5.00
https://wellows.com/features/prompt-tracking/,country,hrv,0,1,0.000,5.00
https://wellows.com/features/prompt-tracking/,country,idn,0,4,0.000,37.00
https://wellows.com/features/prompt-tracking/,country,ind,0,44,0.000,11.20
https://wellows.com/features/prompt-tracking/,country,isr,0,2,0.000,24.00
https://wellows.com/features/prompt-tracking/,country,ita,0,5,0.000,7.40
https://wellows.com/features/prompt-tracking/,country,jpn,0,1,0.000,17.00
https://wellows.com/features/prompt-tracking/,country,kor,0,3,0.000,5.67
https://wellows.com/features/prompt-tracking/,country,lka,0,111,0.000,9.16
https://wellows.com/features/prompt-tracking/,country,ltu,0,1,0.000,10.00
https://wellows.com/features/prompt-tracking/,country,mar,0,1,0.000,5.00
https://wellows.com/features/prompt-tracking/,country,mdv,0,1,0.000,5.00
https://wellows.com/features/prompt-tracking/,country,mex,0,2,0.000,10.50
https://wellows.com/features/prompt-tracking/,country,mys,0,2,0.000,6.00
https://wellows.com/features/prompt-tracking/,country,nga,0,1,0.000,7.00
https://wellows.com/features/prompt-tracking/,country,nld,0,112,0.000,23.12
https://wellows.com/features/prompt-tracking/,country,npl,0,1,0.000,9.00
https://wellows.com/features/prompt-tracking/,country,nzl,0,2,0.000,5.00
https://wellows.com/features/prompt-tracking/,country,phl,0,1,0.000,34.00
https://wellows.com/features/prompt-tracking/,country,pol,0,9,0.000,7.00
https://wellows.com/features/prompt-tracking/,country,prt,0,3,0.000,24.33
https://wellows.com/features/prompt-tracking/,country,qat,0,1,0.000,10.00
https://wellows.com/features/prompt-tracking/,country,sau,0,5,0.000,8.00
https://wellows.com/features/prompt-tracking/,country,sgp,0,3,0.000,7.67
https://wellows.com/features/prompt-tracking/,country,swe,0,85,0.000,15.92
https://wellows.com/features/prompt-tracking/,country,syc,0,1,0.000,9.00
https://wellows.com/features/prompt-tracking/,country,tur,0,3,0.000,7.00
https://wellows.com/features/prompt-tracking/,country,tza,0,3,0.000,5.33
https://wellows.com/features/prompt-tracking/,country,ukr,0,1,0.000,9.00
https://wellows.com/features/prompt-tracking/,country,vnm,0,1,0.000,6.00
https://wellows.com/features/prompt-tracking/,country,zwe,0,1,0.000,7.00
https://wellows.com/features/prompt-tracking/,device,DESKTOP,1,1521,0.066,26.50
https://wellows.com/features/prompt-tracking/,device,MOBILE,0,647,0.000,21.04
https://wellows.com/features/prompt-tracking/,device,TABLET,0,13,0.000,35.15
https://wellows.com/features/llm-visibility/,query,app llm visibility,0,1,0.000,85.00
https://wellows.com/features/llm-visibility/,query,app visibility in llms,0,1,0.000,35.00
https://wellows.com/features/llm-visibility/,query,best llm visibility tracking software,0,54,0.000,79.78
https://wellows.com/features/llm-visibility/,query,best llm visibility tracking tool,0,1,0.000,61.00
https://wellows.com/features/llm-visibility/,query,best llm visibility tracking tools,0,3,0.000,61.67
https://wellows.com/features/llm-visibility/,query,best software for llm visibility,0,2,0.000,87.00
https://wellows.com/features/llm-visibility/,query,best tools for tracking llm visibility,0,1,0.000,66.00
https://wellows.com/features/llm-visibility/,query,how to track llm visibility,0,12,0.000,49.17
https://wellows.com/features/llm-visibility/,query,llm visibility,0,218,0.000,39.15
https://wellows.com/features/llm-visibility/,query,llm visibility platform,0,1,0.000,40.00
https://wellows.com/features/llm-visibility/,query,llm visibility software,0,55,0.000,62.64
https://wellows.com/features/llm-visibility/,query,llm visibility tracking,0,16,0.000,37.69
https://wellows.com/features/llm-visibility/,query,llm visibility tracking software,0,47,0.000,41.96
https://wellows.com/features/llm-visibility/,query,see who appears in llms,0,1,0.000,28.00
https://wellows.com/features/llm-visibility/,query,site:wellows.com,0,1,0.000,48.00
https://wellows.com/features/llm-visibility/,query,software for llm visibility,0,27,0.000,66.59
https://wellows.com/features/llm-visibility/,query,"visibility across llms for each.""",0,17,0.000,10.12
https://wellows.com/features/llm-visibility/,query,visibility llm,0,2,0.000,17.00
https://wellows.com/features/llm-visibility/,query,wellows,0,1,0.000,1.00
https://wellows.com/features/llm-visibility/,query,what is llm visibility,0,2,0.000,27.00
https://wellows.com/features/llm-visibility/,query,which tools offer llm visibility tracking,0,1,0.000,66.00
https://wellows.com/features/llm-visibility/,country,aus,0,16,0.000,29.38
https://wellows.com/features/llm-visibility/,country,bel,0,3,0.000,17.33
https://wellows.com/features/llm-visibility/,country,bra,0,1,0.000,40.00
https://wellows.com/features/llm-visibility/,country,can,0,16,0.000,37.38
https://wellows.com/features/llm-visibility/,country,deu,0,28,0.000,40.50
https://wellows.com/features/llm-visibility/,country,esp,0,3,0.000,33.33
https://wellows.com/features/llm-visibility/,country,gbr,0,28,0.000,44.68
https://wellows.com/features/llm-visibility/,country,ind,0,2,0.000,23.50
https://wellows.com/features/llm-visibility/,country,pol,0,1,0.000,25.00
https://wellows.com/features/llm-visibility/,country,usa,0,366,0.000,50.77
https://wellows.com/features/llm-visibility/,device,DESKTOP,0,441,0.000,48.32
https://wellows.com/features/llm-visibility/,device,MOBILE,0,23,0.000,43.00
https://wellows.com/features/llm-citations/,query,citation tracking in llms,0,4,0.000,20.00
https://wellows.com/features/llm-citations/,query,how to track brand citations in llms,0,3,0.000,52.67
https://wellows.com/features/llm-citations/,query,how to track brand citations in llms?,0,4,0.000,53.00
https://wellows.com/features/llm-citations/,query,llm citation,0,1,0.000,75.00
https://wellows.com/features/llm-citations/,query,llm citation tracking,0,43,0.000,15.60
https://wellows.com/features/llm-citations/,query,llm citations,0,9,0.000,25.67
https://wellows.com/features/llm-citations/,query,llm visibility tool with citation source tracking,0,2,0.000,77.00
https://wellows.com/features/llm-citations/,query,track brand citations in llms,0,2,0.000,43.00
https://wellows.com/features/llm-citations/,query,which llm citation tool supports alerts when citations drop or change?,0,1,0.000,84.00
https://wellows.com/features/llm-citations/,country,aus,0,4,0.000,12.75
https://wellows.com/features/llm-citations/,country,can,0,4,0.000,16.00
https://wellows.com/features/llm-citations/,country,gbr,0,8,0.000,15.88
https://wellows.com/features/llm-citations/,country,ind,0,1,0.000,75.00
https://wellows.com/features/llm-citations/,country,usa,0,52,0.000,27.58
https://wellows.com/features/llm-citations/,device,DESKTOP,0,51,0.000,28.51
https://wellows.com/features/llm-citations/,device,MOBILE,0,18,0.000,16.50
https://wellows.com/features/performance-history/,query,citation performance,0,1,0.000,12.00
https://wellows.com/features/performance-history/,query,citation performance data tools,0,3,0.000,35.33
https://wellows.com/features/performance-history/,query,perplexity 7 day trial,0,1,0.000,4.00
https://wellows.com/features/performance-history/,query,perplexity trial free,0,1,0.000,6.00
https://wellows.com/features/performance-history/,query,site:wellows.com,0,2,0.000,3.50
https://wellows.com/features/performance-history/,country,sgp,0,1,0.000,6.00
https://wellows.com/features/performance-history/,country,srb,0,1,0.000,6.00
https://wellows.com/features/performance-history/,country,usa,0,5,0.000,24.40
https://wellows.com/features/performance-history/,country,vnm,0,1,0.000,1.00
https://wellows.com/features/performance-history/,device,DESKTOP,0,8,0.000,16.88
